142.86083,24.45583,-3417.927979
143.95083,23.99999667,-8426.380859
143.61583,24.98249667,-4874.084961
145.4016633,23.72083,-5737.536133
145.76833,23.20916333,-6067.420898
145.2099967,23.36749667,-5076.8125
144.35833,23.30333,-6330.98584
143.4041633,26.42999667,-4948.431641
143.98583,23.01916333,-4028.037109
146.5099967,23.34499667,-5915.567383
144.6041633,26.83749667,-5166.802734
145.3041633,26.74833,-5217.978516
144.17833,23.72916333,-8333.801758
144.44833,26.04833,-2912.558838
145.4966633,26.51166333,-7556.932617
146.52333,23.46416333,-5925.077148
143.8416633,23.14333,-4480.452148
143.4541633,26.16833,-2480.262451
143.43083,24.18666333,-5608.946777
145.85583,23.24999667,-6011.790527
145.8749967,23.49999667,-5869.276855
143.42833,26.57166333,-5682.626465
143.5874967,26.53416333,-4398.533691
145.3716633,26.15499667,-1125.100342
142.92583,25.80916333,-3178.313965
143.6691633,26.98833,-6460.683594
145.9966633,23.50833,-5861.590332
145.5016633,23.02833,-6451.815918
143.4774967,24.46333,-8059.396973
143.3191633,25.86666333,-4321.57666
144.6866633,23.02666333,-6140.597168
143.8849967,24.11916333,-7675.51123
143.39583,26.03083,-3245.960205
143.7174967,23.53833,-5438.438477
145.4199967,23.51583,-5925.631348
144.0391633,23.05583,-3900.167969
146.54583,23.06499667,-6027.993652
144.57333,23.52833,-6171.975098
145.25333,26.78833,-5231.392578
143.2691633,25.51916333,-3804.69043
145.44333,23.86666333,-5617.84082
146.2474967,23.09333,-6043.925293
146.79833,26.25999667,-5420.413574
144.2791633,23.26583,-5691.128906
145.4891633,23.65333,-5755.436035
146.9641633,23.01416333,-5921.419434
144.8416633,23.52166333,-6049.850098
143.2566633,25.86999667,-4847.395508
144.4349967,25.99416333,-2995.973633
143.24833,25.16833,-5834.745605
143.9491633,24.30999667,-5402.027832
144.4816633,23.30333,-5702.59668
144.5566633,23.41583,-6022.734375
143.4599967,24.85749667,-5887.866699
146.6324967,23.49583,-5883.898926
143.6849967,23.97999667,-6609.101074
142.6691633,24.47833,-2911.834717
143.7041633,24.58833,-6176.770996
146.0599967,23.48583,-5857.059082
145.31083,23.45249667,-6022.168457
143.8641633,23.95749667,-7965.194824
144.54333,23.53749667,-6083.417969
146.56583,23.48333,-5912.697754
144.6674967,26.00916333,-3356.548096
143.9274967,23.92083,-7914.272461
145.13583,23.45499667,-5497.399902
146.3524967,23.02999667,-6060.038086
145.5991633,23.33916333,-6023.17627
143.3016633,26.89083,-8114.822754
145.3091633,23.80249667,-5656.922852
143.40333,25.91166333,-2943.283936
146.88083,23.24833,-5956.355469
146.73833,23.11833,-5988.255859
145.0141633,23.87583,-5741.649902
145.1441633,23.87583,-5817.051758
143.3441633,24.50999667,-6355.854492
145.42333,23.86666333,-5596.885742
144.2291633,23.66749667,-7682.279785
144.9549967,26.13583,-2751.006348
145.96833,23.78916333,-5782.739258
143.1866633,25.80749667,-5243.129883
143.4466633,25.03499667,-5147.55957
143.56333,26.81749667,-6217.067871
143.7149967,23.88666333,-6300.888672
143.7641633,23.15666333,-4923.842285
146.5699967,23.28499667,-5951.534668
143.5649967,26.61749667,-4898.01123
145.0049967,24.06666333,-4996.339844
143.34583,26.69833,-7392.077148
144.89333,23.19333,-6894.400391
143.5524967,24.31083,-8501.59082
143.3749967,25.31499667,-3471.102539
147.1841633,26.35499667,-5393.596191
