-14.52667	-3.99667	-3637
-14.54333	-3.95333	-3683
-14.56167	-3.91	-3696
-14.57833	-3.86667	-3492
-14.595	-3.82333	-3678
-14.61333	-3.78	-3840
-14.63	-3.73667	-3840
-14.64667	-3.695	-4011
-14.66333	-3.65167	-4027
-14.68167	-3.60833	-4029
-14.69833	-3.565	-3851
-14.715	-3.52167	-3346
-14.73333	-3.47833	-3409
-14.75	-3.43667	-3652
-14.76667	-3.39333	-3820
-14.785	-3.35	-3978
-14.80167	-3.30667	-4137
-14.81833	-3.26333	-4448
-14.835	-3.22	-4461
-14.85333	-3.17667	-4038
-14.87	-3.135	-3998
-14.88667	-3.09167	-3945
-14.905	-3.04833	-3688
-14.92167	-3.005	-3749
-14.93833	-2.96167	-3656
-14.955	-2.91833	-3536
-14.97333	-2.875	-3547
-14.99	-2.83333	-4522
-11.98873	-3.99896	-3168
-11.98876	-3.99557	-3162
-11.9888	-3.99218	-3157
-11.98883	-3.98879	-3121
-11.98886	-3.9854	-3125
-11.98889	-3.982	-3132
-11.98892	-3.97861	-3124
-11.98895	-3.97521	-3060
-11.98898	-3.97182	-3007
-11.989	-3.96842	-2966
-11.98904	-3.96533	-2950
-11.98908	-3.96224	-3060
-11.98911	-3.95915	-3122
-11.98915	-3.95607	-3120
-11.98919	-3.95298	-3117
-11.98927	-3.94958	-3141
-11.98936	-3.94619	-3143
-11.98945	-3.94279	-3245
-11.98953	-3.9394	-3294
-11.98962	-3.936	-3359
-11.9897	-3.93263	-3365
-11.98978	-3.92925	-3368
-11.98987	-3.92588	-3369
-11.98995	-3.9225	-3329
-11.99003	-3.91913	-3329
-11.99012	-3.91604	-3308
-11.9902	-3.91295	-3279
-11.99029	-3.90986	-3305
-11.99038	-3.90677	-3362
-11.99046	-3.90368	-3327
-11.9906	-3.90033	-3279
-11.99074	-3.89698	-3252
-11.99088	-3.89363	-3232
-11.99102	-3.89028	-3238
-11.99116	-3.88693	-3232
-11.9913	-3.88347	-3195
-11.99144	-3.88001	-3301
-11.99158	-3.87667	-3308
-11.99171	-3.87342	-3306
-11.99185	-3.87018	-3290
-11.99192	-3.86686	-3262
-11.992	-3.86355	-3202
-11.99207	-3.86024	-3204
-11.99214	-3.85692	-3181
-11.99222	-3.85361	-3180
-11.99229	-3.85059	-3165
-11.99237	-3.84758	-3117
-11.99245	-3.84456	-3086
-11.99252	-3.84155	-3155
-11.9926	-3.83853	-3155
-11.99273	-3.83522	-3144
-11.99286	-3.83191	-3097
-11.99299	-3.8286	-3034
-11.99312	-3.82529	-3068
-11.99325	-3.82198	-3048
-11.99338	-3.81868	-3015
-11.99351	-3.81538	-2941
-11.99363	-3.81207	-2931
-11.99376	-3.80877	-2954
-11.99389	-3.80547	-2960
-11.99396	-3.80243	-2922
-11.99402	-3.7994	-2934
-11.99409	-3.79637	-2979
-11.99416	-3.79333	-2944
-11.99423	-3.7903	-2914
-11.99435	-3.78697	-2910
-11.99447	-3.78364	-2991
-11.9946	-3.78031	-2999
-11.99472	-3.77697	-3011
-11.99484	-3.77364	-3011
-11.99496	-3.77033	-3004
-11.99508	-3.76702	-2978
-11.9952	-3.76371	-2968
-11.99532	-3.7604	-2970
-11.99544	-3.75709	-2986
-11.99556	-3.75377	-2965
-11.99568	-3.75046	-2885
-11.9958	-3.74714	-2880
-11.99591	-3.74383	-2939
-11.99603	-3.74051	-2892
-11.99609	-3.73749	-2874
-11.99615	-3.73447	-2924
-11.99621	-3.73144	-2931
-11.99627	-3.72842	-2883
-11.99632	-3.7254	-2840
-11.99637	-3.72209	-2820
-11.99643	-3.71878	-2832
-11.99648	-3.71547	-2818
-11.99653	-3.71217	-2819
-11.99658	-3.70886	-2811
-11.99663	-3.70553	-2804
-11.99667	-3.7022	-2804
-11.99672	-3.69887	-2770
-11.99677	-3.69554	-2797
-11.99682	-3.69221	-2795
-11.99687	-3.6892	-2794
-11.99692	-3.6862	-2735
-11.99697	-3.68319	-2700
-11.99702	-3.68018	-2663
-11.99707	-3.67717	-2638
-11.99718	-3.67385	-2629
-11.99728	-3.67054	-2608
-11.99739	-3.66722	-2533
-11.99749	-3.6639	-2476
-11.99759	-3.66059	-2466
-11.99769	-3.65728	-2472
-11.99779	-3.65397	-2548
-11.99789	-3.65066	-2553
-11.99798	-3.64735	-2597
-11.99808	-3.64404	-2533
-11.99817	-3.64076	-2483
-11.99826	-3.63748	-2487
-11.99835	-3.6342	-2491
-11.99844	-3.63092	-2419
-11.99854	-3.62764	-2487
-11.99862	-3.62452	-2550
-11.9987	-3.6214	-2560
-11.99879	-3.61828	-2557
-11.99887	-3.61515	-2531
-11.99896	-3.61203	-2591
-11.99904	-3.60891	-2564
-11.99912	-3.60581	-2520
-11.9992	-3.60274	-2481
-11.99928	-3.59967	-2496
-11.99936	-3.5966	-2522
-11.99943	-3.5933	-2520
-11.9995	-3.59	-2530
-11.99958	-3.58671	-2554
-11.99965	-3.58341	-2532
-11.99972	-3.58011	-2525
-11.99979	-3.57681	-2516
-11.99986	-3.57351	-2581
-11.99992	-3.57021	-2590
-11.99999	-3.5669	-2574
-12.00006	-3.5636	-2554
-12.00006	-3.56062	-2575
-12.00007	-3.55763	-2531
-12.00007	-3.55465	-2496
-12.00008	-3.55166	-2546
-12.00009	-3.54867	-2536
-12.00014	-3.54538	-2483
-12.0002	-3.54209	-2476
-12.00025	-3.5388	-2500
-12.00031	-3.5355	-2506
-12.00037	-3.53221	-2485
-12.00042	-3.5289	-2386
-12.00047	-3.52559	-2412
-12.00052	-3.52228	-2426
-12.00057	-3.51897	-2528
-12.00062	-3.51566	-2529
-12.00061	-3.51263	-2590
-12.0006	-3.50959	-2621
-12.00059	-3.50656	-2627
-12.00058	-3.50353	-2624
-12.00057	-3.5005	-2633
-12.00055	-3.49719	-2650
-12.00052	-3.49388	-2681
