146.952800	23.245800	-5941.000000
147.025300	23.565100	-5884.000000
147.139300	23.912000	-5880.000000
147.183800	24.164900	-5866.000000
147.240500	24.473900	-5194.000000
147.259400	24.572100	-4776.000000
147.279300	24.675000	-4437.000000
147.277700	26.450000	-5441.000000
147.236700	26.564600	-5464.000000
147.209500	26.557700	-5453.000000
147.196300	26.621800	-5467.000000
147.194600	26.874600	-5620.000000
143.363200	26.935900	-8096.000000
143.420000	26.834100	-7263.000000
143.483600	26.700200	-6072.000000
143.544300	26.579100	-4762.000000
143.615100	26.448500	-3911.000000
143.675200	26.333500	-3297.000000
143.744200	26.209800	-2892.000000
143.810700	26.098900	-2467.000000
143.877700	25.971600	-2426.000000
143.936800	25.871700	-2600.000000
143.918600	25.744700	-2195.000000
143.855300	25.633700	-2285.000000
143.777100	25.509700	-2523.000000
143.715500	25.393900	-1478.000000
143.645300	25.265600	-1887.000000
143.585300	25.152000	-4050.000000
143.516000	25.024400	-4990.000000
143.411000	24.996800	-5393.000000
143.263400	25.003000	-5916.000000
143.131100	25.010100	-5216.000000
142.961800	25.002900	-3890.000000
142.809500	24.992400	-4251.000000
142.662500	24.983700	-3095.000000
142.654700	24.744900	-2563.000000
142.629500	24.739700	-2486.000000
142.628800	24.739500	-2494.000000
142.661800	24.743400	-2588.000000
142.795100	24.737400	-3222.000000
142.938000	24.736300	-3947.000000
143.061200	24.734700	-4621.000000
143.199000	24.737300	-5803.000000
143.328700	24.750600	-7286.000000
143.475800	24.744400	-6570.000000
143.595400	24.738700	-5839.000000
143.744700	24.740200	-5018.000000
143.868200	24.728900	-5553.000000
143.862100	24.587200	-5310.000000
143.826000	24.491200	-5918.000000
143.662000	24.491100	-7256.000000
143.523100	24.488700	-7541.000000
143.361000	24.487700	-6346.000000
143.229300	24.494800	-4699.000000
143.066200	24.500400	-3286.000000
142.922100	24.497600	-3263.000000
142.763500	24.493800	-3106.000000
142.617700	24.494300	-2985.000000
142.725000	24.276200	-3258.000000
142.857200	24.286000	-2710.000000
142.996100	24.286100	-3069.000000
143.106200	24.282500	-3527.000000
143.247200	24.282100	-4643.000000
143.365400	24.284400	-5298.000000
143.230000	24.252600	-4618.000000
143.098500	24.215300	-3913.000000
142.947400	24.168500	-4329.000000
142.812600	24.139900	-3078.000000
142.668900	24.103400	-3659.000000
142.660500	23.621500	-3174.000000
142.689000	23.638100	-3181.000000
142.703100	23.635100	-3156.000000
142.724200	23.640600	-3184.000000
142.866500	23.667800	-3566.000000
142.883900	23.669600	-3538.000000
142.886500	23.666200	-3478.000000
142.891300	23.661900	-3297.000000
142.893200	23.669600	-3269.000000
143.028900	23.704600	-4284.000000
143.166900	23.740400	-5134.000000
143.318000	23.777400	-4909.000000
143.447700	23.814300	-5385.000000
143.591500	23.851800	-6247.000000
143.721600	23.883400	-6195.000000
143.868300	23.907900	-7514.000000
143.983400	23.931100	-8579.000000
144.125400	23.965400	-6785.000000
144.250300	24.001900	-4106.000000
144.384900	24.034700	-4413.000000
144.516300	24.058200	-5273.000000
144.584500	24.013400	-5219.000000
144.550600	23.891000	-5517.000000
144.509800	23.756200	-6153.000000
144.407300	23.712200	-5907.000000
144.258200	23.675300	-7873.000000
144.132700	23.646900	-7550.000000
143.992100	23.614500	-5970.000000
143.861300	23.588600	-5893.000000
143.820200	23.576100	-5371.000000
143.822300	23.609100	-5472.000000
143.735700	23.578700	-5171.000000
143.634900	23.549700	-5309.000000
143.509500	23.505500	-4817.000000
143.390700	23.466400	-4992.000000
143.253200	23.429500	-4215.000000
143.140100	23.396800	-3621.000000
143.012400	23.362600	-3033.000000
142.888500	23.342900	-2923.000000
142.754800	23.318300	-3198.000000
142.645800	23.296200	-2954.000000
